ano,idade,categoria,valor,ef,em,sup,n
2021,28,sexo,Mulher,0.897070247665127,0.753297017008295,0.24513301524308695,10710
2021,29,sexo,Mulher,0.8860168473688026,0.7547996225585458,0.26708758675473837,10282
2023,14,sexo,Mulher,0.10626832124584067,0.0,0.0,13254
2023,15,sexo,Mulher,0.5821894078070717,0.0,0.0,13411
2023,16,sexo,Mulher,0.8504837167766879,0.006921792255840373,0.0,13553
2023,17,sexo,Mulher,0.9105625494707211,0.10295062283214713,0.0,13487
2023,18,sexo,Mulher,0.9418303733167481,0.5022118956476882,0.0023422089746048223,13305
2023,19,sexo,Mulher,0.941478816460155,0.7272016256858134,0.0050668365349786915,12284
2023,20,sexo,Mulher,0.9362366537386175,0.780386336793017,0.015796670714785663,12518
2023,21,sexo,Mulher,0.9375726120526424,0.787229296921039,0.031530187473277946,12535
2023,22,sexo,Mulher,0.9294862244526702,0.7906314889346648,0.07058392019910288,13027
2023,23,sexo,Mulher,0.9293140725945859,0.7796466342981879,0.1320778216246973,13496
2023,24,sexo,Mulher,0.9235051899177562,0.7961171011340199,0.18218391382496807,12574
2023,25,sexo,Mulher,0.9225225591249572,0.7818594453168355,0.21011127915973515,13116
2023,26,sexo,Mulher,0.9172433112505276,0.7836021968864264,0.2429022964170883,12824
2023,27,sexo,Mulher,0.9174262808437792,0.7757614775543779,0.25854563067311664,13039
2023,28,sexo,Mulher,0.9141324804681082,0.7857513908045168,0.2740043623370507,13143
2023,29,sexo,Mulher,0.9088166865264596,0.785944340672511,0.2842212381916294,12570
2025,14,sexo,Mulher,0.12208610125025172,0.0,0.0,13112
2025,15,sexo,Mulher,0.6610228723723687,0.0,0.0,13536
2025,16,sexo,Mulher,0.886820938216027,0.005734821650309198,0.0,13174
2025,17,sexo,Mulher,0.9369762184720587,0.1048770066370413,0.0,13097
2025,18,sexo,Mulher,0.9536670116410307,0.576152682930133,0.004522817650150773,13368
2025,19,sexo,Mulher,0.956492343301389,0.768389561829005,0.006988378142341923,12456
2025,20,sexo,Mulher,0.9556815291733851,0.8119971350586238,0.014262823520590814,12524
2025,21,sexo,Mulher,0.9512973939602831,0.8221000484653807,0.02941009898071845,11969
2025,22,sexo,Mulher,0.9432887914205432,0.830530238090475,0.07589041217781173,11991
2025,23,sexo,Mulher,0.9402626797498931,0.8191795753898022,0.1320796123685961,12379
2025,24,sexo,Mulher,0.9411983516910503,0.8252742794817624,0.20395944163274596,12675
2025,25,sexo,Mulher,0.9348815409962565,0.8188893671997172,0.2217031018680397,13412
2025,26,sexo,Mulher,0.932571602840485,0.8136130037624411,0.2554320936716644,12717
2025,27,sexo,Mulher,0.9286509025003996,0.8110945582344284,0.2820901930677078,12944
2025,28,sexo,Mulher,0.9174991593130079,0.8070425849416957,0.2794551457002307,13405
2025,29,sexo,Mulher,0.9210928261714555,0.8068269457835981,0.2996717877372026,13792
2015,14,total,Total,0.18595573593371573,0.0,0.0,40611
2015,15,total,Total,0.5339760654034631,0.0,0.0,43211
2015,16,total,Total,0.7187844404471528,0.016978316804946426,0.0,41256
2015,17,total,Total,0.7921645391953607,0.16157494798917188,0.0,40488
2015,18,total,Total,0.8270584009365853,0.41473858686706483,0.0008439430969428983,40110
2015,19,total,Total,0.8428375002931984,0.5353699842688717,0.002762031288960278,38130
2015,20,total,Total,0.8488100010614702,0.604849868358188,0.005430863923452528,37708
2015,21,total,Total,0.8444481034724313,0.62422826988823,0.025192237811704717,34754
2015,22,total,Total,0.842486268531543,0.6309928025100457,0.050654994717589504,34243
2015,23,total,Total,0.8446902891601312,0.6466143315480266,0.08626405609401586,33124
2015,24,total,Total,0.8388357393550777,0.647952370037693,0.12536396578322254,32616
2015,25,total,Total,0.8350968616417125,0.6551980572319679,0.13984706845971537,33156
2015,26,total,Total,0.8338776758417789,0.6529071381441056,0.15699040312102785,33326
2015,27,total,Total,0.8224408591280502,0.647414872294096,0.1723208181852607,33654
2015,28,total,Total,0.8124730541436405,0.6401016503351452,0.17059558863647092,33849
2015,29,total,Total,0.8121136709358917,0.6436549309355383,0.1794109618208374,34358
2017,14,total,Total,0.16132143366105586,0.0,0.0,36829
2017,15,total,Total,0.5455609543259522,0.0,0.0,38103
2017,16,total,Total,0.7320112423808997,0.01311904370112441,0.0,39774
2017,17,total,Total,0.8090493342385153,0.15938585849399245,0.0,40259
2017,18,total,Total,0.854720803581151,0.4531996791020132,0.0013698081089560056,39029
2017,19,total,Total,0.861074161885545,0.5771292748615364,0.0036407768555509917,37220
2017,20,total,Total,0.8699511448928716,0.6359406882826443,0.009286742622513727,36949
2017,21,total,Total,0.8591951855249197,0.6400690326927982,0.024152393673934725,35619
2017,22,total,Total,0.8612238802770346,0.6633109960533654,0.05673779061580853,35913
2017,23,total,Total,0.857896233698285,0.6580654183683998,0.08927056235633436,34419
2017,24,total,Total,0.8527329929338449,0.6724411295893599,0.12569226993386293,32727
2017,25,total,Total,0.8467914448927666,0.6742683310891295,0.14942328321236067,33118
2017,26,total,Total,0.8467347972752254,0.6792569136491038,0.17728931273126328,32093
2017,27,total,Total,0.8405091752584667,0.6659468373883488,0.18702869439542205,32398
2017,28,total,Total,0.8342082707996663,0.6636283978885776,0.183164850457149,33388
2017,29,total,Total,0.8259262557832731,0.6581113510419149,0.20013947139697028,32331
2019,14,total,Total,0.13234311580669444,0.0,0.0,34582
2019,15,total,Total,0.5524659789205302,0.0,0.0,34745
2019,16,total,Total,0.7576982313568268,0.010088102782980946,0.0,34839
2019,17,total,Total,0.8361640719788754,0.14644519124353547,0.0,34791
2019,18,total,Total,0.8789858074847198,0.46606116640916906,0.001186804363960614,35912
2019,19,total,Total,0.889644422064573,0.6211517038084153,0.0032258075756318146,35851
2019,20,total,Total,0.8853060563192109,0.6776386824002625,0.010765282225481407,33756
2019,21,total,Total,0.8831432065769291,0.6907973953511289,0.026933235302831614,32570
2019,22,total,Total,0.887123801314986,0.701420689098848,0.06763756582841987,33361
2019,23,total,Total,0.8793339679293484,0.7010971842762546,0.10798777789012559,33077
2019,24,total,Total,0.8747042497431351,0.6999363516222157,0.1429033865052502,32119
2019,25,total,Total,0.861805448813271,0.6901949345555017,0.16268121088025245,31320
2019,26,total,Total,0.8575723913864565,0.6799779471956803,0.17297728645888538,30889
2019,27,total,Total,0.8600840855487626,0.7029816799312275,0.20447768725900836,30108
2019,28,total,Total,0.8518081116971477,0.6936866977040974,0.21761486521376716,30040
2019,29,total,Total,0.8560559639797204,0.6932934480117561,0.21996832107236602,30015
2021,14,total,Total,0.09590698196826669,0.0,0.0,23693
2021,15,total,Total,0.5151707019424915,0.0,0.0,24218
2021,16,total,Total,0.776547486503907,0.00587920867377845,0.0,24422
2021,17,total,Total,0.8573726021192994,0.0972566362175981,0.0,23953
2021,18,total,Total,0.8940337696789928,0.45006692468237297,0.004627371142030572,24294
2021,19,total,Total,0.9059118651956888,0.6262250542768053,0.005437907684504473,23212
2021,20,total,Total,0.9067377235531212,0.7100326051697404,0.011033451043091573,23571
2021,21,total,Total,0.9056788114117201,0.7335656327959074,0.025089288429588914,23976
2021,22,total,Total,0.901781942953889,0.736957569463851,0.0611783441325159,22357
2021,23,total,Total,0.8961310822959868,0.7391309553024343,0.10993078416434938,22161
2021,24,total,Total,0.9002326161548101,0.747410279255325,0.17048961698402423,21712
2021,25,total,Total,0.8851485504743787,0.711125983452462,0.1720347288771812,22157
2021,26,total,Total,0.8777186407130538,0.7153533950034807,0.19986952701204902,21328
2021,27,total,Total,0.8819215781515518,0.719728998032315,0.22366510566214243,20435
2021,28,total,Total,0.8739718027408204,0.7176361750739788,0.22873556518628677,20675
2021,29,total,Total,0.8697987788653986,0.725098003936025,0.23392944541269114,19592
2023,14,total,Total,0.10059967122289183,0.0,0.0,27204
2023,15,total,Total,0.5404399774529306,0.0,0.0,27762
2023,16,total,Total,0.8145430977765163,0.004893462956275849,0.0,28159
2023,17,total,Total,0.8893885068477216,0.09017455385375509,0.0,28399
2023,18,total,Total,0.9160765711498886,0.4671919716696555,0.0018165993310608976,27896
2023,19,total,Total,0.9246913404290551,0.6835853416252298,0.0039087975965362,25872
2023,20,total,Total,0.9158434122754622,0.7267478399812735,0.01296532607911963,26008
2023,21,total,Total,0.9204466069657137,0.744070408419048,0.02793626335729519,25471
2023,22,total,Total,0.9112378755691177,0.7516075133485787,0.05706332587790775,26574
2023,23,total,Total,0.9108103336043231,0.7476771583150954,0.10614219299266778,27385
2023,24,total,Total,0.9045141213997826,0.757444165222478,0.1529900929079777,25321
2023,25,total,Total,0.9008415407602349,0.7445783081206674,0.17874706826935224,26004
2023,26,total,Total,0.8958519500886799,0.7451745517596571,0.20196851998185517,25589
2023,27,total,Total,0.8937278527861267,0.7435910122713429,0.21942380100615905,25813
2023,28,total,Total,0.8914144816116151,0.745687844449473,0.23825893586656088,25813
2023,29,total,Total,0.8856478532034134,0.7443524592667906,0.24444112803275186,24650
2025,14,total,Total,0.11516541664369351,0.0,0.0,27169
2025,15,total,Total,0.6241767378622145,0.0,0.0,27523
2025,16,total,Total,0.8563337877193491,0.005152230555322213,0.0,27498
2025,17,total,Total,0.9158569267179867,0.09468554395000373,0.0,27250
2025,18,total,Total,0.9401494438177499,0.5286976843848635,0.0032016105690807627,27450
2025,19,total,Total,0.9434119491211166,0.7257138746217102,0.00743248345385538,25594
2025,20,total,Total,0.9398818980173295,0.7721447258030042,0.014928728712467736,25382
2025,21,total,Total,0.9371369224540267,0.7884062774077134,0.02593867280014089,24012
2025,22,total,Total,0.9262069801996548,0.7894557610150247,0.0655524556898771,24309
2025,23,total,Total,0.9234901429273654,0.7800594710439939,0.10596565169508033,24254
2025,24,total,Total,0.9238035306636686,0.7921434599965131,0.16800751611369757,25311
2025,25,total,Total,0.9147250897866802,0.7821767574262508,0.18510843363958968,26438
2025,26,total,Total,0.9094991583112004,0.7754509536067477,0.22668398732626088,24690
2025,27,total,Total,0.9055037594588841,0.7712438145282918,0.24161019258075728,25585
2025,28,total,Total,0.8984678736315558,0.7713695125588585,0.24829334999889754,26079
2025,29,total,Total,0.8984989973566131,0.7664303117836235,0.26047247098554505,26147
